WKT,name
"POLYGON ((-121.373488 36.825126,-121.373344 36.825117,-121.373333 36.825241,-121.373477 36.825249,-121.373488 36.825126))",San Benito
"POLYGON ((-121.375615 36.825422,-121.375544 36.825528,-121.375674 36.825584,-121.375745 36.825479,-121.375615 36.825422))",San Benito
"POLYGON ((-121.373855 36.825578,-121.374016 36.825578,-121.374016 36.825466,-121.373855 36.825466,-121.373855 36.825578))",San Benito
"POLYGON ((-121.366066 36.821469,-121.365843 36.821441,-121.365822 36.821545,-121.365753 36.821536,-121.365738 36.821612,-121.365904 36.821633,-121.365911 36.821595,-121.366038 36.821611,-121.366066 36.821469))",San Benito
"POLYGON ((-121.373192 36.810733,-121.373464 36.810733,-121.373464 36.810655,-121.373401 36.810655,-121.373401 36.810525,-121.373267 36.810525,-121.373267 36.810624,-121.373192 36.810624,-121.373192 36.810733))",San Benito
"POLYGON ((-121.374322 36.811041,-121.37423 36.811166,-121.374447 36.811268,-121.374538 36.811142,-121.374322 36.811041))",San Benito
"POLYGON ((-121.375437 36.813884,-121.375601 36.813823,-121.375486 36.813626,-121.375322 36.813687,-121.375437 36.813884))",San Benito
"POLYGON ((-121.374489 36.81712,-121.37471 36.817147,-121.374732 36.817028,-121.374511 36.817001,-121.374489 36.81712))",San Benito
"POLYGON ((-121.354889 36.812283,-121.35497 36.812444,-121.355194 36.812372,-121.355113 36.812211,-121.354889 36.812283))",San Benito
"POLYGON ((-121.352096 36.810819,-121.351929 36.810839,-121.351972 36.811068,-121.352139 36.811048,-121.352096 36.810819))",San Benito
"POLYGON ((-121.358949 36.807132,-121.358949 36.80715,-121.358818 36.807154,-121.358828 36.807353,-121.359347 36.807337,-121.359337 36.807122,-121.359211 36.807126,-121.359213 36.807165,-121.359157 36.807167,-121.359155 36.807126,-121.358949 36.807132))",San Benito
"POLYGON ((-121.356885 36.808731,-121.35672 36.80873,-121.35672 36.808704,-121.356604 36.808703,-121.356602 36.808852,-121.356884 36.808854,-121.356885 36.808731))",San Benito
"POLYGON ((-121.352554 36.803211,-121.352321 36.803205,-121.352316 36.803343,-121.352653 36.80335,-121.352656 36.803267,-121.352552 36.803264,-121.352554 36.803211))",San Benito
"POLYGON ((-121.3486 36.803644,-121.348715 36.80363,-121.348722 36.803665,-121.348683 36.80367,-121.348691 36.803712,-121.348905 36.803685,-121.348873 36.803524,-121.348583 36.803561,-121.3486 36.803644))",San Benito
"POLYGON ((-121.349427 36.80436,-121.349331 36.804237,-121.3492 36.804303,-121.349296 36.804425,-121.349427 36.80436))",San Benito
"POLYGON ((-121.354968 36.80554,-121.354751 36.80554,-121.35475 36.805744,-121.354897 36.805744,-121.354898 36.805632,-121.354967 36.805633,-121.354968 36.80554))",San Benito
"POLYGON ((-121.349219 36.80678,-121.349412 36.806735,-121.349341 36.806541,-121.349198 36.806574,-121.349241 36.806693,-121.349191 36.806704,-121.349219 36.80678))",San Benito
"POLYGON ((-121.326714 36.800627,-121.326812 36.800705,-121.32691 36.800627,-121.326812 36.800548,-121.326714 36.800627))",San Benito
"POLYGON ((-121.328299 36.802468,-121.328395 36.802469,-121.328395 36.802525,-121.328548 36.802525,-121.328548 36.802402,-121.328589 36.802402,-121.328589 36.80233,-121.328463 36.802329,-121.328463 36.802353,-121.328299 36.802352,-121.328299 36.802468))",San Benito
"POLYGON ((-121.325477 36.796779,-121.32551 36.796913,-121.325619 36.796896,-121.325625 36.796921,-121.325697 36.796909,-121.325688 36.796873,-121.325746 36.796863,-121.325742 36.796848,-121.325774 36.796843,-121.325805 36.796964,-121.325699 36.796981,-121.325718 36.797056,-121.325922 36.797023,-121.325882 36.796866,-121.325941 36.796856,-121.325919 36.796766,-121.325841 36.796779,-121.325827 36.796722,-121.325477 36.796779))",San Benito
"POLYGON ((-121.316101 36.792916,-121.31618 36.792955,-121.316235 36.792885,-121.316157 36.792845,-121.316101 36.792916))",San Benito
"POLYGON ((-121.381294 36.928403,-121.38116 36.928562,-121.381237 36.928604,-121.381212 36.928634,-121.381131 36.92859,-121.381097 36.92863,-121.381206 36.92869,-121.3814 36.92846,-121.381294 36.928403))",San Benito
"POLYGON ((-121.36543 36.946661,-121.365524 36.946736,-121.365693 36.946601,-121.365599 36.946526,-121.36543 36.946661))",San Benito
"POLYGON ((-121.365685 36.932555,-121.365682 36.932426,-121.365467 36.932428,-121.365469 36.932557,-121.365685 36.932555))",San Benito
"POLYGON ((-121.372679 36.928128,-121.372625 36.92801,-121.372549 36.928032,-121.372603 36.92815,-121.372679 36.928128))",San Benito
"POLYGON ((-121.372877 36.928276,-121.37282 36.928456,-121.372914 36.928475,-121.372971 36.928294,-121.372877 36.928276))",San Benito
"POLYGON ((-121.360464 36.90977,-121.360521 36.90991,-121.360647 36.909877,-121.360589 36.909737,-121.360464 36.90977))",San Benito
"POLYGON ((-121.347591 36.910484,-121.347549 36.910497,-121.347565 36.910529,-121.347607 36.910516,-121.347591 36.910484))",San Benito
"POLYGON ((-121.361235 36.890886,-121.361074 36.890886,-121.361074 36.890963,-121.361235 36.890963,-121.361235 36.890886))",San Benito
"POLYGON ((-121.35663 36.888151,-121.356724 36.888151,-121.356724 36.888076,-121.35663 36.888076,-121.35663 36.888151))",San Benito
"POLYGON ((-121.380706 36.848181,-121.380706 36.848037,-121.380531 36.848037,-121.380531 36.848181,-121.380706 36.848181))",San Benito
"POLYGON ((-121.380665 36.849073,-121.380781 36.849073,-121.380781 36.84896,-121.380665 36.84896,-121.380665 36.849073))",San Benito
"POLYGON ((-121.377675 36.838094,-121.377782 36.838094,-121.377782 36.837985,-121.377675 36.837985,-121.377675 36.838094))",San Benito
"POLYGON ((-121.379976 36.838291,-121.379973 36.838356,-121.380018 36.838357,-121.380014 36.838436,-121.380179 36.83844,-121.380185 36.838296,-121.379976 36.838291))",San Benito
"POLYGON ((-121.380617 36.84123,-121.380515 36.84123,-121.380515 36.841166,-121.380435 36.841166,-121.380435 36.84132,-121.380617 36.84132,-121.380617 36.84123))",San Benito
"POLYGON ((-121.379924 36.841305,-121.379923 36.841368,-121.379853 36.841367,-121.379852 36.841458,-121.380088 36.841459,-121.38009 36.841306,-121.379924 36.841305))",San Benito
"POLYGON ((-121.378045 36.842265,-121.378174 36.842265,-121.378174 36.842093,-121.378045 36.842093,-121.378045 36.842265))",San Benito
"POLYGON ((-121.37986 36.842957,-121.380077 36.842963,-121.380082 36.842857,-121.379945 36.842853,-121.379948 36.842773,-121.379868 36.84277,-121.37986 36.842957))",San Benito
"POLYGON ((-121.381421 36.8439,-121.381357 36.843899,-121.381355 36.843961,-121.381419 36.843963,-121.381421 36.8439))",San Benito
"POLYGON ((-121.381145 36.83122,-121.381145 36.831368,-121.381339 36.831368,-121.381339 36.831276,-121.381237 36.831276,-121.381237 36.83122,-121.381145 36.83122))",San Benito
"POLYGON ((-121.380277 36.832971,-121.380284 36.832834,-121.380182 36.832831,-121.380184 36.832794,-121.380098 36.832792,-121.380093 36.832899,-121.380171 36.832901,-121.380167 36.832968,-121.380277 36.832971))",San Benito
"POLYGON ((-121.380327 36.832982,-121.380501 36.832983,-121.380502 36.832822,-121.380328 36.832821,-121.380327 36.832982))",San Benito
"POLYGON ((-121.377663 36.834763,-121.377789 36.834766,-121.377792 36.834671,-121.377877 36.834673,-121.37788 36.834574,-121.377776 36.834572,-121.377773 36.834645,-121.377667 36.834643,-121.377663 36.834763))",San Benito
"POLYGON ((-121.379914 36.835192,-121.379819 36.83519,-121.37982 36.835139,-121.379737 36.835138,-121.379734 36.835283,-121.379806 36.835284,-121.379805 36.835336,-121.379911 36.835337,-121.379914 36.835192))",San Benito
"POLYGON ((-121.377531 36.826781,-121.377558 36.82676,-121.377596 36.82679,-121.377672 36.826729,-121.377567 36.826645,-121.377464 36.826728,-121.377531 36.826781))",San Benito
"POLYGON ((-121.381976 36.813658,-121.382016 36.81369,-121.382171 36.813566,-121.382131 36.813533,-121.381976 36.813658))",San Benito
"POLYGON ((-121.372163 36.866543,-121.372039 36.866543,-121.372039 36.866684,-121.372163 36.866684,-121.372163 36.866543))",San Benito
"POLYGON ((-121.374679 36.867109,-121.374947 36.867037,-121.374897 36.866919,-121.374629 36.866991,-121.374679 36.867109))",San Benito
"POLYGON ((-121.367985 36.855792,-121.368105 36.855822,-121.368129 36.855761,-121.368183 36.855774,-121.36823 36.855651,-121.3681 36.855619,-121.368057 36.855731,-121.368013 36.85572,-121.367985 36.855792))",San Benito
"POLYGON ((-121.374365 36.857751,-121.374278 36.85775,-121.374277 36.857782,-121.37419 36.85778,-121.374187 36.857861,-121.374329 36.857864,-121.374331 36.857809,-121.374363 36.857809,-121.374365 36.857751))",San Benito
"POLYGON ((-121.367788 36.849254,-121.367983 36.849266,-121.367993 36.849153,-121.367799 36.849142,-121.367788 36.849254))",San Benito
"POLYGON ((-121.376063 36.852044,-121.375934 36.852044,-121.375934 36.852147,-121.376063 36.852147,-121.376063 36.852044))",San Benito
"POLYGON ((-121.345123 36.85621,-121.344995 36.85621,-121.344995 36.856403,-121.345123 36.856403,-121.345123 36.85621))",San Benito
"POLYGON ((-121.324779 36.858032,-121.324778 36.858001,-121.324691 36.858003,-121.324693 36.858062,-121.324737 36.858061,-121.324736 36.858033,-121.324779 36.858032))",San Benito
"POLYGON ((-121.367561 36.842297,-121.36756 36.842346,-121.367659 36.842348,-121.367663 36.842176,-121.367505 36.842174,-121.367502 36.842296,-121.367561 36.842297))",San Benito
"POLYGON ((-121.372045 36.842411,-121.372181 36.842409,-121.372178 36.842299,-121.372043 36.842301,-121.372045 36.842411))",San Benito
"POLYGON ((-121.366714 36.843049,-121.366781 36.843048,-121.366782 36.843097,-121.366873 36.843096,-121.366869 36.842927,-121.366711 36.842929,-121.366714 36.843049))",San Benito
"POLYGON ((-121.365747 36.843832,-121.365927 36.843832,-121.365927 36.843705,-121.365747 36.843705,-121.365747 36.843832))",San Benito
"POLYGON ((-121.364528 36.844516,-121.364522 36.844359,-121.364364 36.844363,-121.364369 36.844485,-121.364432 36.844484,-121.364434 36.844518,-121.364528 36.844516))",San Benito
"POLYGON ((-121.374448 36.826933,-121.374276 36.826933,-121.374276 36.827057,-121.374448 36.827057,-121.374448 36.826933))",San Benito
"POLYGON ((-121.375797 36.827867,-121.375797 36.827723,-121.375617 36.827723,-121.375617 36.827867,-121.375797 36.827867))",San Benito
"POLYGON ((-121.373699 36.828797,-121.373923 36.828802,-121.373927 36.828669,-121.373763 36.828665,-121.373761 36.828713,-121.373702 36.828712,-121.373699 36.828797))",San Benito
"POLYGON ((-121.372288 36.834394,-121.372457 36.834397,-121.37246 36.834292,-121.372396 36.834291,-121.372397 36.834241,-121.372292 36.83424,-121.372288 36.834394))",San Benito
"POLYGON ((-121.370221 36.834275,-121.370218 36.834399,-121.370403 36.834402,-121.370407 36.834238,-121.370293 36.834236,-121.370292 36.834276,-121.370221 36.834275))",San Benito
"POLYGON ((-121.360696 36.827474,-121.360739 36.82753,-121.360825 36.827488,-121.360783 36.827432,-121.360696 36.827474))",San Benito
"POLYGON ((-121.371231 36.821579,-121.371139 36.821488,-121.371028 36.821559,-121.37112 36.821651,-121.371231 36.821579))",San Benito
"POLYGON ((-121.374826 36.822302,-121.374945 36.822368,-121.375065 36.82223,-121.374946 36.822164,-121.374826 36.822302))",San Benito
"POLYGON ((-121.375366 36.823349,-121.375228 36.823269,-121.375144 36.82336,-121.375282 36.823441,-121.375366 36.823349))",San Benito
"POLYGON ((-121.374512 36.824766,-121.374512 36.824642,-121.374357 36.824642,-121.374357 36.824766,-121.374512 36.824766))",San Benito
"POLYGON ((-121.373415 36.824728,-121.373415 36.824829,-121.373565 36.824829,-121.373565 36.824728,-121.373415 36.824728))",San Benito
"POLYGON ((-121.371553 36.825728,-121.371631 36.82584,-121.371763 36.825782,-121.371685 36.825669,-121.371553 36.825728))",San Benito
"POLYGON ((-121.360497 36.822318,-121.360547 36.822317,-121.360542 36.822222,-121.360376 36.822227,-121.360381 36.822319,-121.360441 36.822318,-121.360443 36.822363,-121.360499 36.822361,-121.360497 36.822318))",San Benito
"POLYGON ((-121.360043 36.825674,-121.360214 36.82568,-121.360211 36.82573,-121.360278 36.825732,-121.360286 36.825583,-121.360048 36.825575,-121.360043 36.825674))",San Benito
"POLYGON ((-121.373211 36.810835,-121.373226 36.810938,-121.373477 36.810915,-121.373462 36.810812,-121.373211 36.810835))",San Benito
"POLYGON ((-121.370489 36.811382,-121.370396 36.811513,-121.370598 36.811606,-121.370691 36.811475,-121.370489 36.811382))",San Benito
"POLYGON ((-121.372284 36.816802,-121.372295 36.816579,-121.372118 36.816573,-121.372112 36.816706,-121.372047 36.816704,-121.372043 36.816794,-121.372284 36.816802))",San Benito
"POLYGON ((-121.379652 36.802791,-121.379626 36.802701,-121.379469 36.802731,-121.379495 36.80282,-121.379652 36.802791))",San Benito
"POLYGON ((-121.378544 36.808756,-121.378776 36.808768,-121.378787 36.808638,-121.378555 36.808625,-121.378544 36.808756))",San Benito
"POLYGON ((-121.351712 36.803527,-121.351625 36.803694,-121.351873 36.803776,-121.35193 36.803665,-121.351789 36.803619,-121.351818 36.803562,-121.351712 36.803527))",San Benito
"POLYGON ((-121.338352 36.801209,-121.338395 36.801182,-121.33827 36.801056,-121.338138 36.80114,-121.33833 36.801333,-121.338419 36.801277,-121.338352 36.801209))",San Benito
"POLYGON ((-121.326817 36.796201,-121.326883 36.796238,-121.326941 36.796173,-121.326876 36.796135,-121.326817 36.796201))",San Benito
"POLYGON ((-121.266564 36.796173,-121.266661 36.796211,-121.266692 36.796161,-121.266595 36.796122,-121.266564 36.796173))",San Benito
"POLYGON ((-121.367249 36.950727,-121.367259 36.950855,-121.367366 36.950849,-121.36736 36.950772,-121.367612 36.950759,-121.367603 36.95064,-121.367289 36.950656,-121.367294 36.950724,-121.367249 36.950727))",San Benito
"POLYGON ((-121.380822 36.938875,-121.380953 36.938943,-121.381068 36.938802,-121.380907 36.938718,-121.380839 36.938802,-121.380869 36.938818,-121.380822 36.938875))",San Benito
"POLYGON ((-121.372483 36.944144,-121.372442 36.944203,-121.372526 36.94424,-121.37251 36.944263,-121.372623 36.944312,-121.372657 36.944262,-121.372507 36.944197,-121.372529 36.944164,-121.372483 36.944144))",San Benito
"POLYGON ((-121.372624 36.948068,-121.372426 36.948327,-121.372529 36.948378,-121.372727 36.948119,-121.372624 36.948068))",San Benito
"POLYGON ((-121.361228 36.942944,-121.361311 36.942936,-121.361281 36.942735,-121.361198 36.942743,-121.361228 36.942944))",San Benito
"POLYGON ((-121.362233 36.924175,-121.362159 36.924014,-121.362074 36.92404,-121.362148 36.9242,-121.362233 36.924175))",San Benito
"POLYGON ((-121.360556 36.924647,-121.360478 36.924476,-121.360322 36.924521,-121.3604 36.924693,-121.360556 36.924647))",San Benito
"POLYGON ((-121.342896 36.918899,-121.342912 36.919177,-121.343025 36.919173,-121.343013 36.918946,-121.343084 36.918943,-121.343081 36.918892,-121.342896 36.918899))",San Benito
"POLYGON ((-121.366774 36.914591,-121.366885 36.914565,-121.366951 36.914742,-121.367036 36.914721,-121.366914 36.9144,-121.366719 36.914447,-121.366774 36.914591))",San Benito
"POLYGON ((-121.365036 36.907956,-121.364867 36.907993,-121.364914 36.908132,-121.365084 36.908095,-121.365036 36.907956))",San Benito
"POLYGON ((-121.37367 36.899216,-121.373622 36.899099,-121.373499 36.899132,-121.373546 36.899248,-121.37367 36.899216))",San Benito
"POLYGON ((-121.369074 36.888011,-121.368846 36.88804,-121.368896 36.88829,-121.369124 36.888261,-121.369074 36.888011))",San Benito
"POLYGON ((-121.381179 36.855323,-121.381179 36.855379,-121.381077 36.855378,-121.381076 36.855448,-121.38122 36.855449,-121.381219 36.855496,-121.381349 36.855497,-121.381351 36.855324,-121.381179 36.855323))",San Benito
"POLYGON ((-121.37738 36.861383,-121.377413 36.861383,-121.377412 36.86144,-121.37761 36.861442,-121.377612 36.86131,-121.377381 36.861308,-121.37738 36.861383))",San Benito
"POLYGON ((-121.379716 36.84958,-121.379659 36.84958,-121.379659 36.849539,-121.379566 36.849539,-121.379566 36.849713,-121.379651 36.849713,-121.379651 36.849685,-121.379716 36.849685,-121.379716 36.84958))",San Benito
"POLYGON ((-121.378491 36.852168,-121.378565 36.852168,-121.378565 36.85212,-121.378639 36.852121,-121.37864 36.851984,-121.378493 36.851983,-121.378491 36.852168))",San Benito
"POLYGON ((-121.381967 36.83629,-121.381966 36.836346,-121.382093 36.836347,-121.382096 36.836197,-121.381808 36.836193,-121.381806 36.836288,-121.381967 36.83629))",San Benito
"POLYGON ((-121.378933 36.837289,-121.379053 36.837289,-121.379053 36.837149,-121.378933 36.837149,-121.378933 36.837289))",San Benito
"POLYGON ((-121.379147 36.841572,-121.379276 36.841623,-121.379349 36.841506,-121.37922 36.841455,-121.379147 36.841572))",San Benito
"POLYGON ((-121.380323 36.827333,-121.380264 36.827311,-121.380225 36.827378,-121.380395 36.82744,-121.380455 36.827334,-121.380346 36.827294,-121.380323 36.827333))",San Benito
"POLYGON ((-121.377862 36.831549,-121.377862 36.831407,-121.377766 36.831407,-121.377766 36.831456,-121.37768 36.831456,-121.37768 36.831549,-121.377862 36.831549))",San Benito
"POLYGON ((-121.377607 36.832257,-121.377824 36.832259,-121.377825 36.832197,-121.377763 36.832196,-121.377764 36.832127,-121.377609 36.832126,-121.377607 36.832257))",San Benito
"POLYGON ((-121.378963 36.832338,-121.378829 36.832339,-121.37883 36.832478,-121.378905 36.832478,-121.378905 36.832428,-121.379015 36.832428,-121.379014 36.832309,-121.378963 36.83231,-121.378963 36.832338))",San Benito
"POLYGON ((-121.377431 36.833212,-121.377219 36.833212,-121.377219 36.833279,-121.377243 36.833279,-121.377243 36.833324,-121.377431 36.833324,-121.377431 36.833212))",San Benito
"POLYGON ((-121.380271 36.834799,-121.380386 36.834802,-121.380389 36.834712,-121.380185 36.834707,-121.38018 36.83486,-121.380268 36.834861,-121.380271 36.834799))",San Benito
"POLYGON ((-121.377251 36.817989,-121.377343 36.81796,-121.377325 36.817921,-121.377365 36.817909,-121.377272 36.817716,-121.377222 36.817731,-121.377193 36.81767,-121.37711 36.817696,-121.377251 36.817989))",San Benito
"POLYGON ((-121.359778 36.875986,-121.359855 36.875987,-121.359856 36.875899,-121.359665 36.875896,-121.359663 36.876001,-121.359778 36.876003,-121.359778 36.875986))",San Benito
"POLYGON ((-121.365822 36.867811,-121.365707 36.867811,-121.365707 36.867865,-121.365674 36.867865,-121.365674 36.867937,-121.365822 36.867937,-121.365822 36.867811))",San Benito
"POLYGON ((-121.353189 36.873083,-121.353189 36.873293,-121.353312 36.873293,-121.353312 36.873083,-121.353189 36.873083))",San Benito
"POLYGON ((-121.3713 36.85886,-121.371209 36.858711,-121.371069 36.858765,-121.37116 36.858914,-121.3713 36.85886))",San Benito
"POLYGON ((-121.361602 36.854279,-121.361675 36.854278,-121.361677 36.854348,-121.361795 36.854345,-121.361794 36.854304,-121.361874 36.854302,-121.36187 36.854204,-121.361723 36.854208,-121.361721 36.854169,-121.361598 36.854172,-121.361602 36.854279))",San Benito
"POLYGON ((-121.35884 36.8546,-121.358977 36.8546,-121.358977 36.854488,-121.35884 36.854488,-121.35884 36.8546))",San Benito
"POLYGON ((-121.374894 36.851076,-121.374706 36.851073,-121.374703 36.851191,-121.374956 36.851195,-121.374958 36.85109,-121.374998 36.85109,-121.374999 36.851045,-121.374894 36.851044,-121.374894 36.851076))",San Benito
"POLYGON ((-121.364352 36.852428,-121.364352 36.852518,-121.364422 36.852518,-121.364422 36.852428,-121.364352 36.852428))",San Benito
"POLYGON ((-121.336264 36.856102,-121.336425 36.856102,-121.336425 36.855989,-121.336264 36.855989,-121.336264 36.856102))",San Benito
"POLYGON ((-121.317797 36.878735,-121.317703 36.878942,-121.317971 36.87902,-121.318065 36.878813,-121.317797 36.878735))",San Benito
"POLYGON ((-121.374301 36.835832,-121.374518 36.835837,-121.374521 36.835745,-121.374396 36.835743,-121.374398 36.835681,-121.374306 36.835679,-121.374301 36.835832))",San Benito
"POLYGON ((-121.368177 36.840295,-121.368026 36.840271,-121.367998 36.840385,-121.368148 36.840409,-121.368177 36.840295))",San Benito
"POLYGON ((-121.368255 36.843078,-121.368255 36.842947,-121.368091 36.842947,-121.368091 36.843078,-121.368255 36.843078))",San Benito
"POLYGON ((-121.363885 36.84035,-121.364031 36.84037,-121.36406 36.840232,-121.363914 36.840213,-121.363885 36.84035))",San Benito
"POLYGON ((-121.375738 36.829438,-121.375738 36.829296,-121.375564 36.829296,-121.375564 36.829438,-121.375738 36.829438))",San Benito
"POLYGON ((-121.375025 36.831154,-121.375111 36.831155,-121.375111 36.831116,-121.375216 36.831117,-121.375217 36.830982,-121.375105 36.830981,-121.375104 36.831026,-121.375026 36.831025,-121.375025 36.831154))",San Benito
"POLYGON ((-121.371872 36.832584,-121.371875 36.83252,-121.371832 36.832519,-121.371837 36.832412,-121.371714 36.832408,-121.371706 36.832579,-121.371872 36.832584))",San Benito
"POLYGON ((-121.373602 36.833718,-121.373783 36.833721,-121.373785 36.833655,-121.373829 36.833655,-121.373831 36.833568,-121.373673 36.833566,-121.373671 36.833628,-121.373604 36.833627,-121.373602 36.833718))",San Benito
"POLYGON ((-121.373462 36.833929,-121.373467 36.833769,-121.373262 36.833765,-121.37326 36.833835,-121.373293 36.833836,-121.37329 36.833926,-121.373462 36.833929))",San Benito
"POLYGON ((-121.373456 36.833954,-121.373314 36.833953,-121.373313 36.834024,-121.373246 36.834024,-121.373246 36.834098,-121.373455 36.834099,-121.373456 36.833954))",San Benito
"POLYGON ((-121.372498 36.834514,-121.372496 36.834673,-121.372594 36.834674,-121.372594 36.834637,-121.372703 36.834638,-121.372704 36.834516,-121.372498 36.834514))",San Benito
"POLYGON ((-121.363899 36.834416,-121.364009 36.834415,-121.364004 36.834133,-121.363894 36.834135,-121.363899 36.834416))",San Benito
"POLYGON ((-121.374211 36.819891,-121.374237 36.819844,-121.374113 36.8198,-121.374012 36.81998,-121.374206 36.82005,-121.374281 36.819916,-121.374211 36.819891))",San Benito
"POLYGON ((-121.366648 36.821015,-121.366649 36.821098,-121.366503 36.821099,-121.366504 36.821153,-121.36646 36.821153,-121.366461 36.821238,-121.366762 36.821236,-121.366759 36.821014,-121.366648 36.821015))",San Benito
"POLYGON ((-121.3768 36.823751,-121.37665 36.823751,-121.37665 36.823867,-121.3768 36.823867,-121.3768 36.823751))",San Benito
"POLYGON ((-121.373068 36.823862,-121.373025 36.823693,-121.372877 36.823717,-121.37292 36.823886,-121.373068 36.823862))",San Benito
"POLYGON ((-121.372468 36.824555,-121.372289 36.824474,-121.372219 36.824573,-121.372398 36.824654,-121.372468 36.824555))",San Benito
"POLYGON ((-121.374062 36.824872,-121.374207 36.824872,-121.374207 36.824758,-121.374062 36.824758,-121.374062 36.824872))",San Benito
"POLYGON ((-121.370707 36.825133,-121.370705 36.825249,-121.370869 36.825251,-121.370871 36.825135,-121.370707 36.825133))",San Benito
"POLYGON ((-121.374636 36.82561,-121.374636 36.825496,-121.37448 36.825496,-121.37448 36.82561,-121.374636 36.82561))",San Benito
"POLYGON ((-121.371935 36.825681,-121.371935 36.825801,-121.37209 36.825801,-121.37209 36.825738,-121.372125 36.825738,-121.372125 36.825681,-121.371935 36.825681))",San Benito
"POLYGON ((-121.372594 36.815739,-121.372637 36.815712,-121.372686 36.815763,-121.372831 36.815673,-121.372762 36.815602,-121.37268 36.815653,-121.372634 36.815605,-121.372667 36.815585,-121.372596 36.815511,-121.372457 36.815597,-121.372594 36.815739))",San Benito
"POLYGON ((-121.357963 36.812421,-121.357961 36.812563,-121.358213 36.812565,-121.358215 36.812423,-121.357963 36.812421))",San Benito
"POLYGON ((-121.354326 36.817302,-121.354414 36.817302,-121.354415 36.817081,-121.354096 36.81708,-121.354096 36.817175,-121.354326 36.817175,-121.354326 36.817302))",San Benito
"POLYGON ((-121.320718 36.82359,-121.32071 36.82356,-121.320525 36.82359,-121.320532 36.82362,-121.320718 36.82359))",San Benito
"POLYGON ((-121.301262 36.823462,-121.301286 36.823482,-121.301337 36.823442,-121.301268 36.823385,-121.301212 36.823428,-121.301015 36.823268,-121.300919 36.823343,-121.301163 36.823541,-121.301262 36.823462))",San Benito
"POLYGON ((-121.380322 36.803702,-121.380182 36.803704,-121.380184 36.803839,-121.380323 36.803838,-121.380322 36.803702))",San Benito
"POLYGON ((-121.355293 36.803356,-121.355291 36.803481,-121.355343 36.803481,-121.355343 36.803509,-121.355292 36.803509,-121.355291 36.803599,-121.355462 36.8036,-121.355463 36.803552,-121.355513 36.803553,-121.355515 36.803358,-121.355293 36.803356))",San Benito
"POLYGON ((-121.358194 36.808249,-121.357931 36.808248,-121.35793 36.808416,-121.358035 36.808416,-121.358035 36.808371,-121.358193 36.808372,-121.358194 36.808249))",San Benito
"POLYGON ((-121.349441 36.805193,-121.349434 36.805332,-121.349377 36.80533,-121.349373 36.805408,-121.349582 36.805415,-121.349592 36.805198,-121.349441 36.805193))",San Benito
"POLYGON ((-121.320583 36.794453,-121.320642 36.794475,-121.320684 36.7944,-121.320625 36.794378,-121.320583 36.794453))",San Benito
"POLYGON ((-121.379677 36.88133,-121.379723 36.88142,-121.37978 36.881402,-121.379735 36.881311,-121.379677 36.88133))",San Benito
"POLYGON ((-121.371998 36.945813,-121.371856 36.945734,-121.371798 36.945801,-121.37194 36.94588,-121.371998 36.945813))",San Benito
"POLYGON ((-121.362705 36.932839,-121.362647 36.932739,-121.362489 36.932798,-121.362546 36.932898,-121.362705 36.932839))",San Benito
"POLYGON ((-121.376179 36.922237,-121.376113 36.922188,-121.375853 36.922412,-121.375919 36.922461,-121.376179 36.922237))",San Benito
"POLYGON ((-121.367337 36.922793,-121.367497 36.922788,-121.367493 36.922709,-121.367389 36.922712,-121.367385 36.922635,-121.367422 36.922634,-121.36742 36.922583,-121.367243 36.922588,-121.367252 36.92276,-121.367133 36.922764,-121.367137 36.922839,-121.367191 36.922837,-121.367193 36.92287,-121.36734 36.922865,-121.367337 36.922793))",San Benito
"POLYGON ((-121.344765 36.914851,-121.344725 36.914937,-121.344796 36.914959,-121.344744 36.915071,-121.344802 36.915088,-121.344785 36.915124,-121.344916 36.915162,-121.344979 36.915026,-121.344934 36.915013,-121.344979 36.914915,-121.344765 36.914851))",San Benito
"POLYGON ((-121.349983 36.916396,-121.349938 36.916272,-121.349839 36.916294,-121.349883 36.916418,-121.349983 36.916396))",San Benito
"POLYGON ((-121.367636 36.909323,-121.367686 36.909509,-121.36779 36.909492,-121.367759 36.909379,-121.367838 36.909365,-121.367818 36.909292,-121.367636 36.909323))",San Benito
"POLYGON ((-121.356167 36.909339,-121.356324 36.909412,-121.356518 36.909144,-121.356362 36.909071,-121.356167 36.909339))",San Benito
"POLYGON ((-121.358601 36.880698,-121.358526 36.880698,-121.358526 36.88076,-121.358601 36.88076,-121.358601 36.880698))",San Benito
"POLYGON ((-121.378866 36.861322,-121.378866 36.861373,-121.378941 36.861373,-121.378941 36.861322,-121.378866 36.861322))",San Benito
"POLYGON ((-121.379584 36.844989,-121.379786 36.844989,-121.379786 36.844856,-121.379584 36.844856,-121.379584 36.844989))",San Benito
"POLYGON ((-121.379798 36.847618,-121.379792 36.847755,-121.379875 36.847757,-121.379886 36.84752,-121.379774 36.847516,-121.379769 36.847617,-121.379798 36.847618))",San Benito
"POLYGON ((-121.379626 36.850508,-121.379678 36.850509,-121.379682 36.850363,-121.379566 36.850362,-121.379565 36.850427,-121.379527 36.850427,-121.379525 36.850546,-121.379625 36.850547,-121.379626 36.850508))",San Benito
"POLYGON ((-121.378399 36.851711,-121.378399 36.851666,-121.378316 36.851666,-121.378316 36.851829,-121.378463 36.851829,-121.378463 36.851711,-121.378399 36.851711))",San Benito
