WKT,name
"POLYGON ((-121.378941 36.825196,-121.379062 36.825262,-121.379134 36.825176,-121.379082 36.825148,-121.379118 36.825105,-121.379049 36.825068,-121.378941 36.825196))",San Benito
"POLYGON ((-121.377157 36.825685,-121.376969 36.825685,-121.376969 36.825803,-121.377095 36.825803,-121.377095 36.825752,-121.377157 36.825752,-121.377157 36.825685))",San Benito
"POLYGON ((-121.377924 36.826525,-121.377924 36.826354,-121.37783 36.826354,-121.37783 36.82639,-121.377766 36.82639,-121.377766 36.826525,-121.377924 36.826525))",San Benito
"POLYGON ((-121.379027 36.826721,-121.379045 36.826758,-121.378993 36.826774,-121.379054 36.826902,-121.379204 36.826857,-121.379126 36.826691,-121.379027 36.826721))",San Benito
"POLYGON ((-121.378995 36.815299,-121.379005 36.815343,-121.379052 36.815336,-121.379042 36.815292,-121.378995 36.815299))",San Benito
"POLYGON ((-121.371457 36.86613,-121.371501 36.86613,-121.371501 36.866184,-121.371567 36.866184,-121.371567 36.866111,-121.371681 36.866112,-121.371683 36.866006,-121.371585 36.866005,-121.371586 36.865924,-121.37146 36.865923,-121.371457 36.86613))",San Benito
"POLYGON ((-121.36679 36.853716,-121.366969 36.853719,-121.366974 36.853511,-121.366772 36.853508,-121.366769 36.853593,-121.366846 36.853594,-121.366845 36.853639,-121.366792 36.853638,-121.36679 36.853716))",San Benito
"POLYGON ((-121.373203 36.855085,-121.373287 36.855085,-121.373287 36.855008,-121.373203 36.855008,-121.373203 36.855085))",San Benito
"POLYGON ((-121.373187 36.857328,-121.373131 36.85713,-121.372983 36.857156,-121.373038 36.857355,-121.373187 36.857328))",San Benito
"POLYGON ((-121.367833 36.859228,-121.367898 36.85923,-121.367903 36.85916,-121.367773 36.859154,-121.367769 36.859214,-121.36765 36.85921,-121.367639 36.859378,-121.367823 36.859385,-121.367833 36.859228))",San Benito
"POLYGON ((-121.371466 36.85968,-121.371658 36.85969,-121.371664 36.859613,-121.371616 36.85961,-121.371621 36.859548,-121.371664 36.859551,-121.371671 36.859456,-121.371484 36.859447,-121.371466 36.85968))",San Benito
"POLYGON ((-121.376056 36.860751,-121.376059 36.860576,-121.375872 36.860573,-121.375869 36.860728,-121.375965 36.860729,-121.375965 36.86075,-121.376056 36.860751))",San Benito
"POLYGON ((-121.364636 36.858206,-121.364636 36.858036,-121.364548 36.858036,-121.364548 36.858206,-121.364636 36.858206))",San Benito
"POLYGON ((-121.367595 36.846415,-121.367585 36.846487,-121.367621 36.84649,-121.367609 36.846575,-121.367746 36.846587,-121.367762 36.846473,-121.3677 36.846467,-121.367706 36.846425,-121.367595 36.846415))",San Benito
"POLYGON ((-121.376832 36.848814,-121.376832 36.848949,-121.376988 36.848949,-121.376988 36.848814,-121.376832 36.848814))",San Benito
"POLYGON ((-121.375019 36.852456,-121.374933 36.852456,-121.374933 36.852568,-121.375019 36.852568,-121.375019 36.852456))",San Benito
"POLYGON ((-121.31125 36.853349,-121.311212 36.853349,-121.311213 36.853267,-121.311105 36.853267,-121.311105 36.853426,-121.31125 36.853426,-121.31125 36.853349))",San Benito
"POLYGON ((-121.374729 36.840501,-121.374623 36.840359,-121.374475 36.84043,-121.374559 36.840542,-121.374592 36.840526,-121.374615 36.840556,-121.374729 36.840501))",San Benito
"POLYGON ((-121.369208 36.841859,-121.369215 36.841729,-121.369017 36.841722,-121.369012 36.8418,-121.36907 36.841802,-121.369067 36.841855,-121.369208 36.841859))",San Benito
"POLYGON ((-121.367257 36.842215,-121.367257 36.842065,-121.367096 36.842065,-121.367096 36.84219,-121.367176 36.84219,-121.367176 36.842215,-121.367257 36.842215))",San Benito
"POLYGON ((-121.369185 36.842389,-121.368974 36.842389,-121.368974 36.84246,-121.36903 36.84246,-121.36903 36.84252,-121.369185 36.84252,-121.369185 36.842389))",San Benito
"POLYGON ((-121.366407 36.842499,-121.366235 36.842499,-121.366235 36.842617,-121.366407 36.842617,-121.366407 36.842499))",San Benito
"POLYGON ((-121.376338 36.842871,-121.376337 36.84294,-121.376383 36.84294,-121.376382 36.843026,-121.376541 36.843027,-121.376543 36.842872,-121.376338 36.842871))",San Benito
"POLYGON ((-121.374962 36.843328,-121.374764 36.843324,-121.374759 36.843477,-121.374958 36.84348,-121.374962 36.843328))",San Benito
"POLYGON ((-121.365704 36.842971,-121.365554 36.842971,-121.365554 36.8431,-121.365615 36.8431,-121.365615 36.843128,-121.365704 36.843128,-121.365704 36.842971))",San Benito
"POLYGON ((-121.371846 36.83318,-121.371685 36.833182,-121.371688 36.833328,-121.371849 36.833326,-121.371846 36.83318))",San Benito
"POLYGON ((-121.351671 36.828649,-121.35167 36.828709,-121.351787 36.82871,-121.35179 36.82853,-121.351676 36.828528,-121.351675 36.828581,-121.351643 36.82858,-121.351642 36.828649,-121.351671 36.828649))",San Benito
"POLYGON ((-121.371174 36.819058,-121.371407 36.819112,-121.371461 36.818961,-121.371333 36.818931,-121.371343 36.818904,-121.371238 36.818879,-121.371174 36.819058))",San Benito
"POLYGON ((-121.375754 36.821886,-121.375688 36.821955,-121.375863 36.822062,-121.375931 36.821991,-121.375876 36.821958,-121.375906 36.821927,-121.375853 36.821894,-121.375821 36.821927,-121.375754 36.821886))",San Benito
"POLYGON ((-121.376141 36.824052,-121.376139 36.824169,-121.376305 36.824171,-121.376307 36.824054,-121.376141 36.824052))",San Benito
"POLYGON ((-121.371991 36.82459,-121.372128 36.82459,-121.372128 36.824464,-121.371991 36.824464,-121.371991 36.82459))",San Benito
"POLYGON ((-121.376122 36.824687,-121.376285 36.824687,-121.376285 36.824569,-121.376122 36.824569,-121.376122 36.824687))",San Benito
"POLYGON ((-121.370384 36.825003,-121.370384 36.824889,-121.37017 36.824889,-121.37017 36.825003,-121.370384 36.825003))",San Benito
"POLYGON ((-121.371063 36.825445,-121.371063 36.825561,-121.371208 36.825561,-121.371208 36.825445,-121.371063 36.825445))",San Benito
"POLYGON ((-121.372761 36.81042,-121.372658 36.810426,-121.37268 36.810663,-121.372782 36.810657,-121.372761 36.81042))",San Benito
"POLYGON ((-121.376019 36.8129,-121.375999 36.812971,-121.376085 36.812987,-121.376153 36.81275,-121.376015 36.812725,-121.375981 36.812846,-121.375945 36.812839,-121.375932 36.812884,-121.376019 36.8129))",San Benito
"POLYGON ((-121.372899 36.814069,-121.373115 36.813953,-121.373056 36.813883,-121.372934 36.813948,-121.372843 36.81384,-121.37275 36.81389,-121.372899 36.814069))",San Benito
"POLYGON ((-121.37648 36.816654,-121.376725 36.816726,-121.376784 36.816597,-121.376538 36.816525,-121.37648 36.816654))",San Benito
"POLYGON ((-121.357174 36.810232,-121.356915 36.81023,-121.356915 36.810314,-121.35697 36.810314,-121.356969 36.810372,-121.357173 36.810373,-121.357174 36.810232))",San Benito
"POLYGON ((-121.346056 36.820192,-121.346206 36.820374,-121.346333 36.820307,-121.346183 36.820124,-121.346056 36.820192))",San Benito
"POLYGON ((-121.352433 36.81249,-121.352408 36.812655,-121.352684 36.812681,-121.352708 36.812516,-121.352433 36.81249))",San Benito
"POLYGON ((-121.363481 36.806821,-121.362761 36.806797,-121.362751 36.806988,-121.362869 36.806992,-121.362873 36.806923,-121.362913 36.806925,-121.362908 36.807025,-121.363071 36.80703,-121.363076 36.806924,-121.363122 36.806925,-121.363117 36.807019,-121.363278 36.807025,-121.363282 36.806939,-121.363376 36.806942,-121.363373 36.807002,-121.363472 36.807005,-121.363481 36.806821))",San Benito
"POLYGON ((-121.361269 36.808393,-121.36127 36.808259,-121.360976 36.808258,-121.360976 36.808393,-121.361269 36.808393))",San Benito
"POLYGON ((-121.359291 36.808254,-121.35929 36.808408,-121.359374 36.808408,-121.359374 36.80837,-121.359553 36.808371,-121.359554 36.808256,-121.359291 36.808254))",San Benito
"POLYGON ((-121.360985 36.808671,-121.360718 36.808673,-121.360719 36.808764,-121.360754 36.808764,-121.360755 36.808826,-121.360986 36.808825,-121.360985 36.808671))",San Benito
"POLYGON ((-121.3557 36.808787,-121.355641 36.808779,-121.355653 36.808727,-121.355721 36.808737,-121.355736 36.808671,-121.355531 36.808641,-121.355498 36.808786,-121.355573 36.808797,-121.355558 36.808863,-121.355679 36.808881,-121.3557 36.808787))",San Benito
"POLYGON ((-121.348403 36.805566,-121.348534 36.8055,-121.348457 36.805401,-121.348508 36.805375,-121.348456 36.805308,-121.348273 36.805399,-121.348403 36.805566))",San Benito
"POLYGON ((-121.353567 36.806768,-121.35332 36.80677,-121.353322 36.806935,-121.353408 36.806934,-121.353408 36.806891,-121.353569 36.80689,-121.353567 36.806768))",San Benito
"POLYGON ((-121.351337 36.807841,-121.3513 36.807813,-121.351224 36.807878,-121.351377 36.807993,-121.351539 36.807854,-121.351423 36.807767,-121.351337 36.807841))",San Benito
"POLYGON ((-121.381876 36.925948,-121.381939 36.926002,-121.382043 36.925924,-121.381979 36.92587,-121.381876 36.925948))",San Benito
"POLYGON ((-121.381157 36.915815,-121.380796 36.915779,-121.380782 36.915872,-121.380911 36.915885,-121.3809 36.915956,-121.381132 36.915979,-121.381157 36.915815))",San Benito
"POLYGON ((-121.37153 36.947867,-121.371416 36.948011,-121.371294 36.947949,-121.371245 36.94801,-121.371424 36.948101,-121.371471 36.948042,-121.371529 36.948071,-121.371592 36.947992,-121.371626 36.948009,-121.371679 36.947943,-121.37153 36.947867))",San Benito
"POLYGON ((-121.358914 36.915798,-121.358974 36.91592,-121.359123 36.915874,-121.359062 36.915751,-121.358914 36.915798))",San Benito
"POLYGON ((-121.344379 36.924418,-121.344362 36.924364,-121.344279 36.924381,-121.344296 36.924435,-121.344379 36.924418))",San Benito
"POLYGON ((-121.359374 36.912915,-121.359439 36.913081,-121.359649 36.913028,-121.359583 36.912862,-121.359374 36.912915))",San Benito
"POLYGON ((-121.364188 36.90155,-121.364113 36.901611,-121.364196 36.901676,-121.364271 36.901615,-121.364188 36.90155))",San Benito
"POLYGON ((-121.341791 36.910416,-121.341921 36.910695,-121.342074 36.910649,-121.341987 36.910462,-121.342173 36.910407,-121.342128 36.910311,-121.342019 36.910344,-121.341998 36.910298,-121.341905 36.910326,-121.341927 36.910375,-121.341791 36.910416))",San Benito
"POLYGON ((-121.361471 36.880215,-121.361471 36.880174,-121.361407 36.880174,-121.361407 36.880114,-121.361297 36.880114,-121.361297 36.880215,-121.361471 36.880215))",San Benito
"POLYGON ((-121.365221 36.881736,-121.365114 36.881736,-121.365114 36.881835,-121.365221 36.881835,-121.365221 36.881736))",San Benito
"POLYGON ((-121.349297 36.893607,-121.349297 36.893481,-121.349136 36.893481,-121.349136 36.893607,-121.349297 36.893607))",San Benito
"POLYGON ((-121.354049 36.886008,-121.353854 36.886016,-121.35386 36.886102,-121.353916 36.8861,-121.353929 36.886288,-121.354068 36.886282,-121.354049 36.886008))",San Benito
"POLYGON ((-121.376969 36.862363,-121.376963 36.862498,-121.377284 36.862507,-121.377292 36.862331,-121.377158 36.862328,-121.377158 36.86233,-121.377064 36.862327,-121.377062 36.862366,-121.376969 36.862363))",San Benito
"POLYGON ((-121.380901 36.855445,-121.380902 36.855275,-121.380578 36.855274,-121.380577 36.85536,-121.380704 36.85536,-121.380704 36.855444,-121.380901 36.855445))",San Benito
"POLYGON ((-121.379627 36.837173,-121.379786 36.837173,-121.379786 36.837109,-121.379839 36.837109,-121.379839 36.837027,-121.379627 36.837027,-121.379627 36.837173))",San Benito
"POLYGON ((-121.378902 36.84039,-121.378909 36.840216,-121.378767 36.840212,-121.378764 36.840289,-121.378635 36.840286,-121.378631 36.840382,-121.378902 36.84039))",San Benito
"POLYGON ((-121.379748 36.827081,-121.379748 36.827119,-121.379708 36.827119,-121.379708 36.827197,-121.379855 36.827197,-121.379855 36.827081,-121.379748 36.827081))",San Benito
"POLYGON ((-121.379442 36.82801,-121.379295 36.82801,-121.379295 36.828122,-121.379442 36.828122,-121.379442 36.82801))",San Benito
"POLYGON ((-121.380931 36.829773,-121.381014 36.829773,-121.381014 36.829644,-121.380931 36.829644,-121.380931 36.829773))",San Benito
"POLYGON ((-121.377498 36.831928,-121.377282 36.831923,-121.37728 36.831999,-121.377345 36.832,-121.377343 36.832073,-121.377447 36.832076,-121.37745 36.832007,-121.377495 36.832008,-121.377498 36.831928))",San Benito
"POLYGON ((-121.377189 36.819572,-121.377182 36.819514,-121.37726 36.819509,-121.377244 36.819372,-121.377037 36.819388,-121.37706 36.819581,-121.377189 36.819572))",San Benito
"POLYGON ((-121.356833 36.87602,-121.356907 36.876021,-121.356907 36.875987,-121.357067 36.875988,-121.357069 36.875892,-121.356733 36.875888,-121.356732 36.875966,-121.356834 36.875967,-121.356833 36.87602))",San Benito
"POLYGON ((-121.35551 36.876207,-121.355333 36.876399,-121.35544 36.876462,-121.355617 36.876271,-121.35551 36.876207))",San Benito
"POLYGON ((-121.353508 36.875173,-121.353575 36.875173,-121.353575 36.875121,-121.353508 36.875121,-121.353508 36.875173))",San Benito
"POLYGON ((-121.373101 36.854315,-121.373179 36.854315,-121.373179 36.854192,-121.373101 36.854192,-121.373101 36.854315))",San Benito
"POLYGON ((-121.366342 36.844884,-121.366179 36.844884,-121.366179 36.845027,-121.366342 36.845027,-121.366342 36.844884))",San Benito
"POLYGON ((-121.36756 36.846116,-121.367559 36.84617,-121.367642 36.846171,-121.367645 36.846027,-121.367483 36.846025,-121.367481 36.846115,-121.36756 36.846116))",San Benito
"POLYGON ((-121.376607 36.846014,-121.376413 36.846012,-121.376411 36.846118,-121.376522 36.846119,-121.376521 36.846183,-121.376605 36.846183,-121.376607 36.846014))",San Benito
"POLYGON ((-121.370671 36.848039,-121.370765 36.848039,-121.370765 36.847876,-121.370671 36.847876,-121.370671 36.848039))",San Benito
"POLYGON ((-121.368273 36.848284,-121.368147 36.848284,-121.368147 36.848389,-121.368273 36.848389,-121.368273 36.848284))",San Benito
"POLYGON ((-121.36807 36.848533,-121.368236 36.848533,-121.368236 36.848492,-121.36807 36.848492,-121.36807 36.848533))",San Benito
"POLYGON ((-121.375886 36.848453,-121.375886 36.848603,-121.376017 36.848603,-121.376017 36.848453,-121.375886 36.848453))",San Benito
"POLYGON ((-121.364896 36.851656,-121.364638 36.851653,-121.364637 36.851756,-121.364894 36.851759,-121.364896 36.851656))",San Benito
"POLYGON ((-121.354589 36.854214,-121.354854 36.854222,-121.35486 36.854085,-121.354595 36.854078,-121.354589 36.854214))",San Benito
"POLYGON ((-121.354126 36.859334,-121.354 36.859328,-121.35399 36.859457,-121.354116 36.859464,-121.354126 36.859334))",San Benito
"POLYGON ((-121.376363 36.842324,-121.37636 36.842481,-121.376567 36.842483,-121.37657 36.842327,-121.376363 36.842324))",San Benito
"POLYGON ((-121.374702 36.842806,-121.374699 36.842922,-121.374888 36.842926,-121.374887 36.842953,-121.374986 36.842954,-121.37499 36.842811,-121.374702 36.842806))",San Benito
"POLYGON ((-121.375508 36.843342,-121.375294 36.843341,-121.375293 36.843412,-121.375371 36.843412,-121.37537 36.8435,-121.375507 36.8435,-121.375508 36.843342))",San Benito
"POLYGON ((-121.364485 36.841408,-121.364477 36.841241,-121.36439 36.841244,-121.364392 36.841289,-121.364316 36.841291,-121.364322 36.841413,-121.364485 36.841408))",San Benito
"POLYGON ((-121.373938 36.828489,-121.373713 36.828489,-121.373713 36.828575,-121.373767 36.828575,-121.373767 36.828622,-121.373938 36.828622,-121.373938 36.828489))",San Benito
"POLYGON ((-121.37466 36.83021,-121.374531 36.830206,-121.374521 36.830415,-121.37465 36.830419,-121.37466 36.83021))",San Benito
"POLYGON ((-121.369899 36.830742,-121.370109 36.830749,-121.370113 36.830672,-121.370048 36.83067,-121.370052 36.83059,-121.369907 36.830586,-121.369899 36.830742))",San Benito
"POLYGON ((-121.370101 36.83094,-121.369888 36.83094,-121.369887 36.831084,-121.370067 36.831084,-121.370067 36.83101,-121.370101 36.83101,-121.370101 36.83094))",San Benito
"POLYGON ((-121.371877 36.833058,-121.371815 36.833084,-121.371898 36.833213,-121.371974 36.833181,-121.371941 36.833131,-121.372013 36.833101,-121.371937 36.832983,-121.371851 36.833019,-121.371877 36.833058))",San Benito
"POLYGON ((-121.371317 36.834699,-121.371319 36.834558,-121.371115 36.834557,-121.371114 36.834645,-121.371229 36.834646,-121.371228 36.834698,-121.371317 36.834699))",San Benito
"POLYGON ((-121.371114 36.835026,-121.371109 36.835116,-121.371294 36.835122,-121.371302 36.83497,-121.371186 36.834966,-121.371183 36.835028,-121.371114 36.835026))",San Benito
"POLYGON ((-121.375339 36.835162,-121.375556 36.835163,-121.375557 36.835075,-121.375429 36.835074,-121.37543 36.835007,-121.37534 36.835007,-121.375339 36.835162))",San Benito
"POLYGON ((-121.350998 36.830743,-121.351306 36.830752,-121.35131 36.830646,-121.351002 36.830637,-121.350998 36.830743))",San Benito
"POLYGON ((-121.374322 36.822747,-121.374189 36.822694,-121.374126 36.822795,-121.374259 36.822849,-121.374322 36.822747))",San Benito
"POLYGON ((-121.374679 36.823613,-121.374799 36.823684,-121.374899 36.823576,-121.37478 36.823505,-121.374679 36.823613))",San Benito
"POLYGON ((-121.373769 36.824249,-121.373871 36.824364,-121.373991 36.824296,-121.373889 36.824181,-121.373769 36.824249))",San Benito
"POLYGON ((-121.365909 36.810841,-121.365864 36.81094,-121.365911 36.810954,-121.365888 36.811005,-121.36611 36.81107,-121.366178 36.810921,-121.365909 36.810841))",San Benito
"POLYGON ((-121.369732 36.811793,-121.369733 36.811692,-121.369492 36.811691,-121.369491 36.811814,-121.369692 36.811814,-121.369692 36.811793,-121.369732 36.811793))",San Benito
"POLYGON ((-121.364848 36.814142,-121.364967 36.81419,-121.365055 36.814052,-121.364969 36.814017,-121.364927 36.814084,-121.364893 36.81407,-121.364848 36.814142))",San Benito
"POLYGON ((-121.350744 36.810378,-121.35102 36.810431,-121.351053 36.810318,-121.350899 36.810289,-121.350915 36.810235,-121.350793 36.810212,-121.350744 36.810378))",San Benito
"POLYGON ((-121.354491 36.810825,-121.354231 36.81082,-121.354225 36.811012,-121.354485 36.811017,-121.354491 36.810825))",San Benito
"POLYGON ((-121.351201 36.802765,-121.351128 36.802916,-121.351431 36.80301,-121.351477 36.802914,-121.351356 36.802877,-121.351383 36.802821,-121.351201 36.802765))",San Benito
